pincode,state,district,subDistrict,locality
783360,ASSAM,KOKRAJHAR,Sidli (Pt.-I),Amguri II
783361,ASSAM,KOKRAJHAR,Gossaigaon,Damra
783369,ASSAM,KOKRAJHAR,Kokrajhar,Bandarchara
783370,ASSAM,KOKRAJHAR,Kokrajhar,Bankcolony
783371,ASSAM,DHUBRI,Chapar,Badbari
783372,ASSAM,BONGAIGAON,Sidli (Part-II),Bhitor-Chengmari
783373,ASSAM,BONGAIGAON,Sidli (Part-II),Dipu
783375,ASSAM,KOKRAJHAR,Sidli (Pt.-I),Bhur F V
783376,ASSAM,DHUBRI,Chapar,Dhirbeel
783380,ASSAM,BONGAIGAON,Bongaigaon,Bakhorapara Pt I [Part]
783381,ASSAM,BONGAIGAON,Bongaigaon,Karebari
783382,ASSAM,BONGAIGAON,Boitamari,Bhatipara
783383,ASSAM,BONGAIGAON,Srijangram,Baripukhri Pt -I
783384,ASSAM,BONGAIGAON,Srijangram,Balargudam
783385,ASSAM,BONGAIGAON,Sidli (Part-II),Dakhin Kajalgaon
783388,ASSAM,BONGAIGAON,Bongaigaon,A P Mill locality
783389,ASSAM,BONGAIGAON,Boitamari,Balachar
783390,ASSAM,BONGAIGAON,Bijni,Bhandara No 6
783391,ASSAM,BONGAIGAON,Bijni,Barsijhar
783392,ASSAM,BONGAIGAON,Bijni,Adalguri No.1
783393,ASSAM,BONGAIGAON,Bijni,Bhawraguri
783394,ASSAM,KOKRAJHAR,Sidli (Pt.-I),Aie Nodi Dhubri No.1
784001,ASSAM,SONITPUR,Gohpur,No.1 Chirakhowa
784025,ASSAM,SONITPUR,Tezpur,Ali Singa Urium Guri
784026,ASSAM,SONITPUR,Tezpur,Bhaluk Jharani
784027,ASSAM,SONITPUR,Tezpur,Bhomoraguri R.F.
784028,ASSAM,SONITPUR,Tezpur,Borguri Gaon
784101,ASSAM,SONITPUR,Chariduar,Akabasti Miri
784102,ASSAM,SONITPUR,Chariduar,Bura Gaon No.10
784103,ASSAM,SONITPUR,Chariduar,Chengeli Mari Pathar
784104,ASSAM,SONITPUR,Tezpur,Ahom Chuburi
784105,ASSAM,SONITPUR,Chariduar,Ghoramari
784110,ASSAM,SONITPUR,Dhekiajuli,Bhaluk Dhara
784111,ASSAM,SONITPUR,Dhekiajuli,Belbari
784112,ASSAM,SONITPUR,Dhekiajuli,Goroi Mari Pathar
784113,ASSAM,DARRANG,Mangaldoi,Dalakati Boro Bazar
784114,ASSAM,DARRANG,Mangaldoi,Borjhar Bagicha
784115,ASSAM,DARRANG,Dalgaon,Duliapara No 1
784116,ASSAM,DARRANG,Dalgaon,Balabari
784117,ASSAM,SONITPUR,Dhekiajuli,Balisuti Kachari
784125,ASSAM,DARRANG,Mangaldoi,Ahaka Chuburi
784144,ASSAM,DARRANG,Mangaldoi,Barkumarpara
784145,ASSAM,SONITPUR,Dhekiajuli,Amaguri Chapari
784146,ASSAM,DARRANG,Mangaldoi,Dakhin Batabari
784147,ASSAM,DARRANG,Pathorighat,Bagharbari
784148,ASSAM,DARRANG,Mangaldoi,Balikushi
784149,ASSAM,SONITPUR,Dhekiajuli,Barati
784150,ASSAM,SONITPUR,Tezpur,Baralimara
784153,ASSAM,SONITPUR,Tezpur,Ghabharu Ghat
784154,ASSAM,SONITPUR,Tezpur,Hari Gaon (Parua)
784160,ASSAM,LAKHIMPUR,Bihpuria,78/81 Merbil
784161,ASSAM,LAKHIMPUR,Bihpuria,Bahbari
784163,ASSAM,LAKHIMPUR,Narayanpur,85(Ka)Kachikata
784164,ASSAM,LAKHIMPUR,Narayanpur,Banormukh N.C.
784165,ASSAM,LAKHIMPUR,Narayanpur,Chutiagaon
784166,ASSAM,SONITPUR,Dhekiajuli,Belsiri Chapari Gaon
784167,ASSAM,SONITPUR,Biswanath,Bargang T.E. (Ketela) 27/12
784168,ASSAM,SONITPUR,Gohpur,Amguri
784169,ASSAM,SONITPUR,Gohpur,Betonigaon
784170,ASSAM,SONITPUR,Helem,Amtala Bahbari
784171,ASSAM,SONITPUR,Helem,Amjarani
784172,ASSAM,SONITPUR,Helem,Barhoi Chuk
784173,ASSAM,SONITPUR,Biswanath,Bam Gereki
784174,ASSAM,SONITPUR,Biswanath,Babu Bil
784175,ASSAM,SONITPUR,Na-Duar,Balighat
784176,ASSAM,SONITPUR,Biswanath,Bapujar
784177,ASSAM,SONITPUR,Dhekiajuli,Chapai Roumari Pathar
784178,ASSAM,SONITPUR,Gohpur,Kalmou Guri
784179,ASSAM,SONITPUR,Biswanath,Batia Mari
784180,ASSAM,SONITPUR,Biswanath,Dekial Mazgaon
784182,ASSAM,SONITPUR,Na-Duar,Bakola Muslim Gaon
784184,ASSAM,SONITPUR,Biswanath,Kuhiar Bari Nepali
784189,ASSAM,SONITPUR,Biswanath,Mechgaon
784190,ASSAM,DARRANG,Mangaldoi,Balipara Bagicha
784501,ASSAM,SONITPUR,Dhekiajuli,Dhiraimukh Gaon
784502,ASSAM,SONITPUR,Tezpur,F.C.I. Bindukuri
784504,ASSAM,SONITPUR,Chariduar,Borjuli Staff Line
784505,ASSAM,SONITPUR,Chariduar,Barjuli Sonajuli Req Grant
784506,ASSAM,SONITPUR,Dhekiajuli,71 RTY- BDG
784507,ASSAM,DARRANG,Majbat,Bhogdalgaon
784508,ASSAM,DARRANG,Dalgaon,No.1 Jhargaon
784509,ASSAM,DARRANG,Udalguri,Baghsal Chuburi
784510,ASSAM,DARRANG,Harisinga,Badalapara T.E.
784513,ASSAM,DARRANG,Udalguri,Bhairavkunda
784514,ASSAM,DARRANG,Dalgaon,Barangabari
784521,ASSAM,DARRANG,Harisinga,Bhootiachang T.E.
784522,ASSAM,DARRANG,Khoirabari,Atelia
784523,ASSAM,DARRANG,Udalguri,Batiamari
784524,ASSAM,SONITPUR,Biswanath,Ara Gang
784525,ASSAM,DARRANG,Kalaigaon,Barua Howli
784526,ASSAM,SONITPUR,Dhekiajuli,Rahani Bil Pathar
784527,ASSAM,SONITPUR,Dhekiajuli,Medhipam Gaon
784528,ASSAM,DARRANG,Khoirabari,Dhopguri
784529,ASSAM,DARRANG,Mangaldoi,Baloboratuk
785001,ASSAM,JORHAT,Jorhat East,Gayan Gaon
785004,ASSAM,JORHAT,Jorhat West,Borbheti Gaon
785006,ASSAM,JORHAT,Jorhat West,Borahom Gaon
785007,ASSAM,JORHAT,Jorhat East,Hatigara Grant
785008,ASSAM,JORHAT,Titabor,Hatichungi Moran Gaon
785009,ASSAM,JORHAT,Titabor,Bojal Bari Gaon
785010,ASSAM,JORHAT,Teok,Bhakat Gaon
785013,ASSAM,JORHAT,Jorhat West,Jorhat West
785014,ASSAM,JORHAT,Jorhat East,Bongalpukhuri.
785015,ASSAM,JORHAT,Jorhat West,Niz Bali Gaon
785101,ASSAM,JORHAT,Jorhat East,Alichiga Pathar
785102,ASSAM,JORHAT,Majuli,Kamar Gaon
785104,ASSAM,JORHAT,Majuli,Bhuramora No.2
785105,ASSAM,JORHAT,Majuli,Bali Gaon
785106,ASSAM,JORHAT,Majuli,Jaborchuk Bosa Gaon
785107,ASSAM,JORHAT,Teok,Changmaigarh Gaon
785108,ASSAM,JORHAT,Jorhat West,Bhakat Pamua
785110,ASSAM,JORHAT,Majuli,Bessa Mara
785111,ASSAM,JORHAT,Jorhat East,Jorhat East
785112,ASSAM,JORHAT,Teok,Bhokat Gaon
785601,ASSAM,GOLAGHAT,Sarupathar,Anjalipara
785602,ASSAM,GOLAGHAT,Sarupathar,Ambari
785603,ASSAM,GOLAGHAT,Golaghat,Dighal Pani Miching
785609,ASSAM,GOLAGHAT,Bokakhat,No.2 Kohora
785610,ASSAM,GOLAGHAT,Sarupathar,Kekuri Borchapori
785611,ASSAM,GOLAGHAT,Khumtai,Badulipara Grant
785612,ASSAM,GOLAGHAT,Bokakhat,Bez-Gaon
785613,ASSAM,GOLAGHAT,Golaghat,Bogidhala T.E.
785614,ASSAM,JORHAT,Jorhat West,Dhankhuloi Gaon
785615,ASSAM,GOLAGHAT,Bokakhat,Borpak
785616,ASSAM,JORHAT,Jorhat West,Charaibahi Gaon
785618,ASSAM,GOLAGHAT,Dergaon,Dergaon
785619,ASSAM,GOLAGHAT,Khumtai,Alami Chapori
785621,ASSAM,GOLAGHAT,Golaghat,Amolapatty Gaon
785622,ASSAM,GOLAGHAT,Golaghat,Borichowa Pothar
785625,ASSAM,GOLAGHAT,Golaghat,Bebejia
785626,ASSAM,GOLAGHAT,Dergaon,Mohimabari Gaon
785630,ASSAM,JORHAT,Titabor,Hatipara Grant
785631,ASSAM,JORHAT,Titabor,Bojalkata
785632,ASSAM,JORHAT,Titabor,Bamun Gaon
785633,ASSAM,JORHAT,Titabor,Bandar Chalia T.E.
785634,ASSAM,JORHAT,Titabor,Doklongia Habi Gaon
785635,ASSAM,SIBSAGAR,Amguri,Ahu Grant
785636,ASSAM,JORHAT,Titabor,Abhaypuria
785640,ASSAM,SIBSAGAR,Sibsagar,Dibrual Chowdang
785661,ASSAM,SIBSAGAR,Mahmora,Mahmora
785662,ASSAM,SIBSAGAR,Dimow,Bhekuri Chapari
785663,ASSAM,SIBSAGAR,Dimow,Kalmow N.C
785664,ASSAM,SIBSAGAR,Dimow,Debapur
785665,ASSAM,SIBSAGAR,Sibsagar,Sibsagar
785666,ASSAM,SIBSAGAR,Amguri,Amguri
785667,ASSAM,SIBSAGAR,Sibsagar,Bolia Ghat
785669,ASSAM,SIBSAGAR,Sibsagar,Chakalia
785670,ASSAM,SIBSAGAR,Dimow,Barbam Block
785671,ASSAM,SIBSAGAR,Dimow,Dihingia
785672,ASSAM,SIBSAGAR,Dimow,Charaguwa Gaon
785673,ASSAM,SIBSAGAR,Mahmora,Chakalia
785674,ASSAM,SIBSAGAR,Sibsagar,Sibsagar
785675,ASSAM,DIBRUGARH,Moran,107 Grant F.S.
785676,ASSAM,DIBRUGARH,Moran,Baghtoli Bahani
785680,ASSAM,SIBSAGAR,Amguri,Deodhai
785681,ASSAM,SIBSAGAR,Amguri,Baghjan Grant
785682,ASSAM,JORHAT,Jorhat East,Bali Chapari Gaon
785683,ASSAM,JORHAT,Jorhat East,Aliamukhia Gaon
785684,ASSAM,SIBSAGAR,Nazira,Bamun Pukhuri Chah Bagicha
785685,ASSAM,SIBSAGAR,Nazira,Adpuria
785686,ASSAM,SIBSAGAR,Sonari,Dhamdhuli Gaon
785687,ASSAM,SIBSAGAR,Sonari,Chetia Gaon
785688,ASSAM,SIBSAGAR,Sonari,Bahalhabi Gaon
785689,ASSAM,SIBSAGAR,Nazira,Mathurapur Grant
785690,ASSAM,SIBSAGAR,Dimow,Bahuabari
785691,ASSAM,SIBSAGAR,Mahmora,Bahboria Habi Gaon
785692,ASSAM,SIBSAGAR,Sonari,Bagh Moria Gaon
785693,ASSAM,SIBSAGAR,Mahmora,Barbhuyan Gaon
785696,ASSAM,SIBSAGAR,Mahmora,Deroi Deogharia Pathar N.C
785697,ASSAM,SIBSAGAR,Sibsagar,Banmukh Chutia
785698,ASSAM,SIBSAGAR,Nazira,Nazira
785699,ASSAM,GOLAGHAT,Bokakhat,Garahmurh
785700,ASSAM,JORHAT,Teok,Diha Bagisha Bangali Gaon
785701,ASSAM,SIBSAGAR,Sibsagar,Ali Chiga
785702,ASSAM,GOLAGHAT,Golaghat,Athgaon
785703,ASSAM,GOLAGHAT,Dergaon,Sital Pathar Gaon
785704,ASSAM,JORHAT,Jorhat West,Murmuria
785705,ASSAM,SIBSAGAR,Sonari,Banfera T.G
786001,ASSAM,DIBRUGARH,Dibrugarh East,KHALIAMARI
786002,ASSAM,DIBRUGARH,Dibrugarh East,Agni Pothar Gaon
786003,ASSAM,DIBRUGARH,Dibrugarh West,29 No-Nelami Grant
786004,ASSAM,DIBRUGARH,Dibrugarh West,Changamari Habi
786005,ASSAM,DIBRUGARH,Dibrugarh East,Dibrugarh East
786006,ASSAM,DIBRUGARH,Dibrugarh West,Lepetkatta Bagisha
786007,ASSAM,DIBRUGARH,Dibrugarh West,Aliachuk Gaon
786008,ASSAM,DIBRUGARH,Dibrugarh West,Tingkhong Gaon
786010,ASSAM,DIBRUGARH,Dibrugarh East,Bakulbari 26/147 Orr
786012,ASSAM,DIBRUGARH,Dibrugarh East,Niz Moidomia
786101,ASSAM,DIBRUGARH,Chabua,Garapara Konwar
786102,ASSAM,DIBRUGARH,Chabua,Chabua
786103,ASSAM,DIBRUGARH,Tengakhat,Borhula Kachari
786125,ASSAM,TINSUKIA,Tinsukia,Bozaltoli Bongali Gaon
786126,ASSAM,TINSUKIA,Tinsukia,BORGURI
786145,ASSAM,TINSUKIA,Tinsukia,Tingrai Bongali Gaon
786146,ASSAM,TINSUKIA,Tinsukia,Luhari Bongali Gaon
786147,ASSAM,TINSUKIA,Tinsukia,Dinjan T.E. 106 Nlr
786148,ASSAM,TINSUKIA,Tinsukia,Jengoni Gaon
786150,ASSAM,TINSUKIA,Doom Dooma,Chuta Hapjan T.E. 56 Wl
786151,ASSAM,TINSUKIA,Doom Dooma,Baghjan Gaon
786152,ASSAM,TINSUKIA,Doom Dooma,Bishnurpur
786153,ASSAM,TINSUKIA,Doom Dooma,Daisajan T.E.No.12 Wl.
786154,ASSAM,TINSUKIA,Doom Dooma,Ajukha Gaon
786155,ASSAM,TINSUKIA,Sadiya,2 No. Bishnupur Pohukhowa
786156,ASSAM,TINSUKIA,Doom Dooma,Badlabheta T.E. No-559 Wl.
786157,ASSAM,TINSUKIA,Sadiya,Bairagi Chapari
786158,ASSAM,TINSUKIA,Sadiya,1 No.Bacha Gaon
786159,ASSAM,TINSUKIA,Doom Dooma,Sokriting T.E. (Patta Land 8)
786160,ASSAM,TINSUKIA,Margherita,Boka Pathar
786170,ASSAM,TINSUKIA,Doom Dooma,Betjan Bongali Gaon
786171,ASSAM,TINSUKIA,Margherita,Borbil Gaon No.3
786173,ASSAM,TINSUKIA,Margherita,Jubilee Digboi
786174,ASSAM,TINSUKIA,Margherita,Dibrujan No.3
786179,ASSAM,TINSUKIA,Margherita,Lalpahar Pathar Gaon
786181,ASSAM,TINSUKIA,Margherita,112/109 Makum Assam T.C.No.3
786182,ASSAM,TINSUKIA,Margherita,Hasak
786183,ASSAM,TINSUKIA,Tinsukia,Maut Ghat Gaon
786184,ASSAM,DIBRUGARH,Tengakhat,Balijan 240 Wl
786187,ASSAM,TINSUKIA,Margherita,Jonghu Kuruka
786188,ASSAM,TINSUKIA,Margherita,Bishnupur N.C. No.2
786189,ASSAM,TINSUKIA,Tinsukia,Dinjan Chapori
786190,ASSAM,TINSUKIA,Tinsukia,Samdang T.E. 48 Fs (B)
786191,ASSAM,DIBRUGARH,Tengakhat,Anandabari T.E.
786192,ASSAM,TINSUKIA,Tinsukia,Ukanimaria Bongali Gaon
786601,ASSAM,TINSUKIA,Tinsukia,Dewhal Te.146/143 Nlr
786602,ASSAM,DIBRUGARH,Tengakhat,Bolimora (Balimora)
786610,ASSAM,DIBRUGARH,Naharkatiya,Balijan No.1
786611,ASSAM,DIBRUGARH,Tingkhong,Deroi Grant No.1
786612,ASSAM,DIBRUGARH,Tingkhong,Chapatali No.1
786613,ASSAM,DIBRUGARH,Moran,1 No. Lengeri Gaon
786614,ASSAM,DIBRUGARH,Naharkatiya,Hapjan Parbat Chah Bagicha 87/84
786621,ASSAM,DIBRUGARH,Naharkatiya,Achabam Chah Bagicha Appl
786622,ASSAM,DIBRUGARH,Naharkatiya,Kachari Pather Gaon
786623,ASSAM,DIBRUGARH,Naharkatiya,Namrup Chah Bagicha (S/F) Rly
786692,ASSAM,DIBRUGARH,Naharkatiya,DULIAJAN
787001,ASSAM,LAKHIMPUR,North Lakhimpur,Dola Bhanga
787023,ASSAM,LAKHIMPUR,Naobaicha,Konwarpur
787026,ASSAM,DHEMAJI,Dhemaji,BORDOLONI
787031,ASSAM,LAKHIMPUR,North Lakhimpur,Bagalijan
787032,ASSAM,LAKHIMPUR,Kadam,Bhimpara Chapari
787033,ASSAM,LAKHIMPUR,Bihpuria,Dhekiajuli Ahom
787034,ASSAM,LAKHIMPUR,Subansiri (Part-I),Bangkeleng
787035,ASSAM,DHEMAJI,Subansiri (Part-II),Dakhin Nalbari
787051,ASSAM,LAKHIMPUR,North Lakhimpur,Chaboti
787052,ASSAM,LAKHIMPUR,North Lakhimpur,Adisuti N.C.
787053,ASSAM,DHEMAJI,Subansiri (Part-II),Betanihola Simaldani N.C
787054,ASSAM,LAKHIMPUR,Bihpuria,Adhakhana Gaon No.1
787055,ASSAM,LAKHIMPUR,Kadam,Bagum
787056,ASSAM,LAKHIMPUR,Kadam,Katari Chapari No.1
787057,ASSAM,DHEMAJI,Subansiri (Part-II),1/2 No Bamchenia
787058,ASSAM,DHEMAJI,Dhakuakhana (Part-II),Arimatta Garh
787059,ASSAM,LAKHIMPUR,Bihpuria,Adhakhana No.3 (Grazing N.C)
787060,ASSAM,DHEMAJI,Jonai,Bahir Jonai Pathar
787061,ASSAM,DHEMAJI,Jonai,Adi Tako
787110,ASSAM,DHEMAJI,Sissibargaon,Amguri
788001,ASSAM,CACHAR,Silchar,Silchar
788002,ASSAM,CACHAR,Silchar,choto dudpatil
788003,ASSAM,CACHAR,Silchar,Ardvallik
788004,ASSAM,CACHAR,Silchar,Silchar
788005,ASSAM,CACHAR,Silchar,Berenga Pt III
788006,ASSAM,CACHAR,Silchar,Nagatilla
788007,ASSAM,CACHAR,Silchar,Silchar
788009,ASSAM,CACHAR,Silchar,Bin Basti
788010,ASSAM,CACHAR,Silchar,Fakirtilla
788011,ASSAM,CACHAR,Silchar,Telia tilla
788013,ASSAM,CACHAR,Sonai,Dhanehari
788014,ASSAM,CACHAR,Silchar,Silchar
788015,ASSAM,CACHAR,Silchar,Silchar
788025,ASSAM,CACHAR,Silchar,Ganirgram
788026,ASSAM,CACHAR,Silchar,Bangala Ghat Grant
788030,ASSAM,CACHAR,Udarbond,Amaranagar T.E.
788031,ASSAM,CACHAR,Udarbond,Kaspur Bagerkona
788098,ASSAM,CACHAR,Lakhipur,Lalangkitta Labocpar Pt III
788099,ASSAM,CACHAR,Lakhipur,Bhuban valley
788101,ASSAM,CACHAR,Sonai,Algapur Pt I
788102,ASSAM,HAILAKANDI,Lala,Borthal F.V.
788103,ASSAM,CACHAR,Lakhipur,Lakhichera F.V. Pt I
788104,ASSAM,CACHAR,Lakhipur,Baghkhal F.V.
788106,ASSAM,CACHAR,Lakhipur,Gurkhakhal F.V.
788107,ASSAM,CACHAR,Lakhipur,Barthal Grant
788108,ASSAM,CACHAR,Lakhipur,Boro Kumbi
788109,ASSAM,CACHAR,Udarbond,Kumbhirgram
788110,ASSAM,KARIMGANJ,Karimganj,Chandpur
788111,ASSAM,CACHAR,Silchar,Anwarpur
788112,ASSAM,CACHAR,Silchar,Sildubi
788113,ASSAM,HAILAKANDI,Lala,Bangalpur
788114,ASSAM,CACHAR,Sonai,Bhubandahar Pt I
788115,ASSAM,CACHAR,Sonai,Berabak Pt I
788116,ASSAM,CACHAR,Sonai,Bhaurikandi Pt I (Bhanri)
788117,ASSAM,CACHAR,Silchar,Gopinathpur Khasia Punji
788118,ASSAM,CACHAR,Sonai,Silcuri
788119,ASSAM,CACHAR,Sonai,Boalihaor
788120,ASSAM,CACHAR,Sonai,Bangram
788121,ASSAM,CACHAR,Silchar,Barohali
788123,ASSAM,CACHAR,Silchar,Amraluchi
788126,ASSAM,CACHAR,Lakhipur,Budhan Nagar
788127,ASSAM,CACHAR,Silchar,Jarailtala
788150,ASSAM,HAILAKANDI,Algapur,Algapur Pt-V
788151,ASSAM,HAILAKANDI,Lala,Bongalnagar Grant
788152,ASSAM,HAILAKANDI,Algapur,Bansbari Grant
788155,ASSAM,HAILAKANDI,Hailakandi,Balikandi Grant
788156,ASSAM,KARIMGANJ,Nilambazar,Dakshinbandorkona Pt I
788160,ASSAM,HAILAKANDI,Hailakandi,Rajargram
788161,ASSAM,HAILAKANDI,Katlichara,Alexanderpur Pt.I
788162,ASSAM,HAILAKANDI,Katlichara,Bagcherra F.V.
788163,ASSAM,HAILAKANDI,Katlichara,Rongpur Pt III
788164,ASSAM,HAILAKANDI,Lala,Aynakhal
788165,ASSAM,HAILAKANDI,Katlichara,Alaicherra Pt VI
788166,ASSAM,KARIMGANJ,Ramkrishna Nagar,Andurpar
788168,ASSAM,HAILAKANDI,Katlichara,Katagaon
788701,ASSAM,KARIMGANJ,Karimganj,Bakarshal Pt IV
788709,ASSAM,KARIMGANJ,Karimganj,Achiura
788710,ASSAM,KARIMGANJ,Karimganj,Ranigram Pt III
788711,ASSAM,KARIMGANJ,Karimganj,Kamargram
788712,ASSAM,KARIMGANJ,Karimganj,Bedrong Pt III
788713,ASSAM,KARIMGANJ,Badarpur,Ambari
788719,ASSAM,KARIMGANJ,Nilambazar,Niyamat Khani
788720,ASSAM,KARIMGANJ,Badarpur,Barbari
788722,ASSAM,KARIMGANJ,Nilambazar,Angura Dunguri
788723,ASSAM,KARIMGANJ,Nilambazar,Bucharkhaler par
788724,ASSAM,KARIMGANJ,Patharkandi,Duhalia Hill Kitte Dakshin Nar
788725,ASSAM,KARIMGANJ,Patharkandi,Baroputni
788726,ASSAM,KARIMGANJ,Ramkrishna Nagar,Binnatikari Pt I
788727,ASSAM,KARIMGANJ,Patharkandi,Kalacharra
788728,ASSAM,KARIMGANJ,Patharkandi,Ankapai Punjee
788733,ASSAM,KARIMGANJ,Karimganj,Govindaganj Bazar
788734,ASSAM,KARIMGANJ,Ramkrishna Nagar,Anipur Grant
788735,ASSAM,KARIMGANJ,Karimganj,Kamalpur
788736,ASSAM,KARIMGANJ,Ramkrishna Nagar,Dullavecherra T.E. Pt IV
788737,ASSAM,KARIMGANJ,Nilambazar,Bharibond
788781,ASSAM,KARIMGANJ,Karimganj,Jabda
788801,ASSAM,HAILAKANDI,Algapur,Bakri Howar Pt VI
788802,ASSAM,CACHAR,Katigora,Niz-Fulbari Pt I
788803,ASSAM,KARIMGANJ,Badarpur,Badarpur
788804,ASSAM,CACHAR,Katigora,Natanpur
788805,ASSAM,CACHAR,Katigora,IItargul
788806,ASSAM,KARIMGANJ,Badarpur,Alakulipur
788815,ASSAM,CACHAR,Katigora,Baraitoli Pt I
788816,ASSAM,CACHAR,Katigora,Baikam Khasia Punjee
788817,ASSAM,CACHAR,Katigora,Behara Pt VI
788818,ASSAM,NORTH CACHAR HILLS,Haflong,Choto Narainpur
788819,ASSAM,NORTH CACHAR HILLS,Haflong,Asiak Robi
788820,ASSAM,NORTH CACHAR HILLS,Haflong,Jojai Dobongling
788830,ASSAM,NORTH CACHAR HILLS,Umrangso,Arda (Kota)
788831,ASSAM,NORTH CACHAR HILLS,Maibong,Delen Watiling
788832,ASSAM,NORTH CACHAR HILLS,Maibong,Ardaopur
788931,ASSAM,NORTH CACHAR HILLS,Maibong,Ambrudisa
790001,ARUNACHAL PRADESH,WEST KAMENG,Bomdila Circle,Bomdila Circle
790002,ARUNACHAL PRADESH,WEST KAMENG,Kalaktang Circle,Boha
790003,ARUNACHAL PRADESH,WEST KAMENG,Rupa Circle,Rupa Circle
790101,ARUNACHAL PRADESH,WEST KAMENG,Dirang Circle,Dirang Village
790102,ARUNACHAL PRADESH,EAST KAMENG,Chayangtajo Circle,Paje Tassar
790103,ARUNACHAL PRADESH,EAST KAMENG,Seijosa Circle,Rodoso
790104,ARUNACHAL PRADESH,TAWANG,Tawang Circle,Bomdir Basti (Village)
790105,ARUNACHAL PRADESH,TAWANG,Jang Circle,Brukpaleng
790106,ARUNACHAL PRADESH,TAWANG,Lumla Circle,Gispu
790114,ARUNACHAL PRADESH,WEST KAMENG,Jamiri Circle,Hussigaon
790116,ARUNACHAL PRADESH,WEST KAMENG,Singchung Circle,Dahung River Side-II
791001,ARUNACHAL PRADESH,WEST SIANG,Jomlo Mobuk Circle,Beging
791002,ARUNACHAL PRADESH,UPPER SIANG,Yingkiong Circle,Halleng
791003,ARUNACHAL PRADESH,WEST SIANG,Mechuka Circle,Chengrung
791101,ARUNACHAL PRADESH,WEST SIANG,Daring Circle,Chisi
791102,ARUNACHAL PRADESH,EAST SIANG,Pasighat Circle,7th Mile Camp
791103,ARUNACHAL PRADESH,EAST SIANG,Pasighat Circle,J N College Colony
791104,ARUNACHAL PRADESH,EAST SIANG,Mebo Circle,Sigar
791105,ARUNACHAL PRADESH,UPPER SIANG,Singa Circle,Angachi
791109,ARUNACHAL PRADESH,PAPUM PARE,Naharlagun Circle,Nirjuli Complex
791110,ARUNACHAL PRADESH,PAPUM PARE,Naharlagun Circle,Hostalam
791111,ARUNACHAL PRADESH,PAPUM PARE,Itanagar Circle,Ligaloya 6 KM Village
791112,ARUNACHAL PRADESH,PAPUM PARE,Toru Circle,59th K.M. Toru
791113,ARUNACHAL PRADESH,PAPUM PARE,Itanagar Circle,Holongi Market
791118,ARUNACHAL PRADESH,KURUNG KUMEY,Sangram Circle,6 Mile Camp
791119,ARUNACHAL PRADESH,PAPUM PARE,Mengio Circle,Gari
791120,ARUNACHAL PRADESH,LOWER SUBANSIRI,Kamporijo Circle,Bomtee
791121,ARUNACHAL PRADESH,PAPUM PARE,Kimin Circle,Bukka - II
791122,ARUNACHAL PRADESH,UPPER SUBANSIRI,Taliha Circle,Achingmuri
791123,ARUNACHAL PRADESH,PAPUM PARE,Balijan Circle,Chakma - V
791125,ARUNACHAL PRADESH,WEST SIANG,Gensi Circle,Bomte
792001,ARUNACHAL PRADESH,LOHIT,Tezu Circle,Jhalukbari
792055,ARUNACHAL PRADESH,CHANGLANG,Vijoynagar Circle,Phaparbari
792056,ARUNACHAL PRADESH,CHANGLANG,Bordumsa Circle,Dapkhu
792101,ARUNACHAL PRADESH,DIBANG VALLEY,Anelih Circle,Aiso
792102,ARUNACHAL PRADESH,LOHIT,Chowkham Circle,Chakma -II
792103,ARUNACHAL PRADESH,CHANGLANG,Diyun Circle,Diyun Circle
792104,ARUNACHAL PRADESH,LOHIT,Chaglagam Circle,Abochagan
792105,ARUNACHAL PRADESH,LOHIT,Lekang Circle,Lower Silatoo Miri
792110,ARUNACHAL PRADESH,DIBANG VALLEY,Hunli Circle,11 K.M. Point
792111,ARUNACHAL PRADESH,LOHIT,Sunpura Circle,Hazu Khuti Camp
792120,ARUNACHAL PRADESH,CHANGLANG,Changlang Circle,8 K.M. Govt. Agri. Farm (Thamsung)
792121,ARUNACHAL PRADESH,CHANGLANG,Jairampur Circle,8 K.M. Tea Garden (Ngalang Kyuk)
792122,ARUNACHAL PRADESH,CHANGLANG,Miao Circle,17 Mile M.V. Road (Sher) (17 Mile Village)
792123,ARUNACHAL PRADESH,CHANGLANG,Nampong Circle,Longchong-I
792129,ARUNACHAL PRADESH,TIRAP,Kanubari Circle,Dasatong
792130,ARUNACHAL PRADESH,TIRAP,Kanubari Circle,Chopnu
792131,ARUNACHAL PRADESH,TIRAP,Wakka Circle,Khogla
793001,MEGHALAYA,EAST KHASI HILLS,Mylliem,Shillong
793002,MEGHALAYA,EAST KHASI HILLS,Mylliem,Shillong
793003,MEGHALAYA,EAST KHASI HILLS,Mylliem,Shillong
793004,MEGHALAYA,EAST KHASI HILLS,Mylliem,Lawsohtun
793005,MEGHALAYA,EAST KHASI HILLS,Mylliem,4 Th. Mile
793006,MEGHALAYA,EAST KHASI HILLS,Mylliem,Nongrah
793007,MEGHALAYA,EAST KHASI HILLS,Mylliem,Happy Valley
793008,MEGHALAYA,EAST KHASI HILLS,Mylliem,Phudmawri
793009,MEGHALAYA,EAST KHASI HILLS,Mylliem,12th Mile
793010,MEGHALAYA,EAST KHASI HILLS,Mylliem,Lad Sahep
793011,MEGHALAYA,EAST KHASI HILLS,Mylliem,Assam Rifles
793012,MEGHALAYA,EAST KHASI HILLS,Mawryngkneng,Siejiong
